content,explanation
इत्येवं मां महराज ब्रुवन्नेव महायशाः।रामो राजीवताम्राक्षो भृशमश्रूण्यवर्तयत्।।2.58.25।।,"While saying this the red lotuslike eyes of illustrious Rama streamed with tears, O maharaja "
लक्ष्मणस्तु सुसङ्कृद्धो निश्श्वसन्वाक्यमब्रवीत्।केनायमपराधेन राजपुत्रो विवासितः।।2.58.26।।,"But Lakshmana, seething with anger and sighing said, 'For what offence has this king's son  been banished'?"
राज्ञा तु खलु कैकेय्या लघुत्वाश्रित्य शासनम्।कृतं कार्यमकार्यं वा वयं येनाभिपीडिताः।।2.58.27।।,"'The king, too, submitting to the trash command of Kaikeyi has perpetrated an act, just or unjust (he knows better), for which we are made to suffer so much. "
यदि प्रव्राजितो रामो लोभकारणकारितम्।वरदाननिमित्तं वा सर्वथा दुष्कृतं कृतम्।।2.58.28।।,"'Whether it was out of greed (for the kingdom) or for (the execution of) the boon bestowed, this act of banishment is by all means wicked'."
इदं तावद्यथाकाममीश्वरस्य कृते कृतम्।रामस्य तु परित्यागे न हेतु मुपलक्षये।।2.58.29।।,"'Or he might have thought he is the overlord and can do as he likes. (Or, he might have done this for fear of God) Otherwise, I do not see any reason for the abandonment of Rama'. "
असमीक्षय समारब्धं विरुद्धं बुध्दिलाघवात्।जनयिष्यति सङ्क्रोशं राघवस्य विवासनम्।।2.58.30।।,"'Unjustly, foolishly and without (proper) consideration Rama has been banished. This will (definitely) cause sorrow'. "
अहं तावन्महाराजे पितृत्वं नोपलक्ष्ये।भ्राता भर्ता च बन्धुश्च पिता च मम राघवः।।2.58.31।।," 'I do not regard the great king as my father. Rama alone is my brother, protector, friend and father."
सर्वर्लोकप्रियं त्यक्त्वा सर्वलोकहिते रतम्।सर्वलोकोऽनुरज्येत कथं त्वाऽनेनकर्मणा।।2.58.32।।,"'How can anyone in this world be pleased with you for deserting Rama, the beloved of all, and ever devoted to their welfare? "
सर्वप्रजाभिरामं हि रामं प्रव्राज्य धार्मिकम्।सर्वलोकं विरुध्येमं कथं राजा भविष्यसि।।2.58.33।।,"'Having banished the righteous Rama, the delight of all subjects and, thereby, antagonizing the entire world, how can you claim to be their king?'"
जानकी तु महाराज निश्श्वसन्ती मनस्विनी।भूतोपहतचित्तेव विष्ठिता विस्मृता स्मिता।।2.58.34।।,"O great king as for that sensitive Janaki, she stood sighing, stupefied and oblivious (of the past), yet smiling as though her mind was possessed by an evil spirit. "
अदृष्टपूर्वव्यसना राज्यपुत्री यशस्विनी।तेन दुःखेन रुदती नैव मां किञ्चिदब्रवीत्।।2.58.35।।,"That glorious princess Sita who had never experienced any adversity earlier, weeping with sorrow, could not even speak to me anything."
उद्वीक्षमाणा भर्तारं मुखेन परिशुष्यता।मुमोच सहसा बाष्पं मां प्रयान्तमुदीक्ष्य सा।।2.58.36।।,"When she saw me leaving, she looked at her husband with a dry (pale) face and suddenly burst into tears. "
तथैव रामोऽश्रुमुखः कृताञ्जलिः स्थितोऽभवल्लक्ष्मणबाहुपालितः।तथैव सीता रुदती तपस्विनी निरीक्षते राजरथं तथैव माम्।।2.58.37।।,"Supported by Lakshmana's arms, Rama stood, his face streaming with tears and palms folded, while the wretched Sita, glaring at me and the royal chariot, weeping. इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे अष्टपञ्चाशस्सर्गः।।Thus ends the fiftyeighth sarga in Ayodhyakanda of the holy Ramayana, the first epic composed by sage Valmiki."
"[Sumantra describes the shadow of sorrow over Ayodhya -- withering plants and flowers, driedup ponds, immobile animals -- Dasaratha pines for Rama.]इति ब्रुवन्तं तं सूतं सुमन्त्रं मन्त्रिसत्तमम्।ब्रूहि शेषं पुनरिति राजा वचनमब्रवीत्।।2.59.1।।","Listening to the charioteer, the best of ministers (Sumantra), the king asked him to tell the rest."
तस्य तद्वचनं श्रुत्वा सुमन्त्रो बाष्पविक्लबः।कथयामास भूयोऽपि रामसन्देशविस्तरम्।।2.59.2।।,"Having heard him, Sumantra, overcome with tears, related further details of Rama's message."
जटाः कृत्वा महाराज चीरवल्कलधारिणौ।गङ्गामुत्तीर्य तौ वीरौ प्रयागाभिमुखौ गतौ।।2.59.3।।,O King the heroes in bark robes and with matted hair crossed the Ganga and proceeded towards Prayaga.
अग्रतो लक्ष्मणो यातः पालयन्रघुनन्दनम्।तांस्तथा गच्छतो दृष्ट्वा निवृत्तोऽस्म्यवशस्तदा।।2.59.4।।,"Lakshmana walked ahead guarding Rama, the delight of the Raghus. While I returned helplessly seeing them go. "
ममत्वश्वा निवृत्तस्य न प्रावर्तन्त वर्त्मनि।उष्णमश्रु प्रमुञ्चन्तो रामे सम्प्रस्थिते वनम्।।2.59.5।।," When Rama set out for the forest, and I turned back, my horses shedding hot tears were reluctant to walk the path."
उभाभ्यां राजपुत्राभ्यामथ कृत्वाहमञ्जलिम्।प्रस्थितो रथमास्थाय तद्दुःखमपि धारयन्।।2.59.6।।,"Thereafter, controlling my grief and paying obeisance to both the princes with folded palms, I ascended the chariot and returned."
गुहेन सार्धं तत्रैव स्थितोऽस्मि दिवसान्बहून्।आशया यदि मां रामः पुन श्शब्दापयेदिति।।2.59.7।।,There along with Guha I waited for (three) days that Rama might call me back.
विषये ते महाराज रामव्यसनकर्शिताः।अपि वृक्षाः परिम्लानास्सपुष्पाङ्कुरकोरकाः।।2.59.8।।,"O great king even trees with their flowers, buds and shoots throughout your empire have withered because of the calamity on Rama."
उपतप्तोदका नद्यः पल्वलानि सरांसि च।परिशुष्कपलाशानि वनान्युपवनानि च।।2.59.9।।," Water in rivers, ponds and lakes has heated up while all the foliage in the forests and gardens have shrivelled."
न च सर्पन्ति सत्त्वानि व्यासा न प्रचरन्ति च।रामशोकाभिभूतं तन्निष्कूजमभवद्वनम्।।2.59.10।।,No living being move about and even wild animals roam no more. Overwhelmed with grief on account of Rama a great silence pervades the forest. 
लीनपुष्करपत्राश्च नरेन्द्र कलुषोदकाः।सन्तप्तपद्माः पद्मिन्यो लीनमीनविहङ्गमाः।।2.59.11।।,"The water in the lotus lakes, O king, has become turbid. The blue lotuses have withered and their shrivelled petals are submerged in water. The fishes and aquatic birds are hidden under waters."
जलजानि च पुष्पाणि माल्यानि स्थलजानि च।नाद्य भान्त्यल्पगन्धीनि फलानि च यथापुरम्।।2.59.12।।,"Bunches of flowers grown in water and on land, as well as fruits with their scant fragrance do not shine as before."
अत्रोद्यानानि शून्यानि प्रलीनविहगनि च।न चाभिरामा नारामान्पश्यामि मनुजर्षभ।।2.59.13।।,"Pleasuregardens are all deserted as the birds have vanished. O best of men, as such they do not look beautiful. "
प्रविशन्तमयोध्यां मां न कश्चिदभिनन्दति।नरा राममपश्यन्तो निश्श्वसन्ति मुहुर्मुहुः।।2.59.14।।,"None greeted me when I entered Ayodhya, People heaved sighs repeatedly when they did not see Rama."
देव राजरथं दृष्ट्वा विना राममिहागतम्।दुःखादश्रुमुखस्सर्वो राजमार्गगतो जनः।।2.59.15।।,"Beholding the royal chariot arrive without Rama, all were on the highway shedding tears of anguish."
हर्म्यैर्विमानैः प्रासादैरवेक्ष्यरथमागतम्।हाहाकारकृतानार्यो रामादर्शनकर्शिताः।।2.59.16।।,"When the women from mansions, sevenstoried buildings and from royal palaces saw the chariot without Rama, they, overwhelmed with sorrow, cried, 'Alas, Alas'."
आयतैर्विमलैर्नेत्रैरश्रुवेगपरिप्लुतैः।अन्योन्यमभिवीक्षन्तेऽव्यक्तमार्ततराः स्त्रियः।।2.59.17।।,"The women, with their large, bright eyes flooded with gushing tears looked in silence at one another in deep anguish."
नामित्राणां न मित्राणामुदासीनजनस्य च।अहमार्ततया किञ्चिद्विशेषमुपलक्षये।।2.59.18।।,"I did not see any difference in the degree of anguish among friends, those who are not friends and and those who are indifferent. (The degree of agony was same in all)."
अप्रहृष्टमनुष्या च दीननागतुरङ्गमा।आर्तस्वरपरिम्लाना विनिश्श्वसितनिस्स्वना।।2.59.19।।निरानन्दा महाराज रामप्रव्राजनातुरा।कौसल्या पुत्रहीनेव अयोध्या प्रतिभाति मा।।2.59.20।।,"O maharaja, Ayodhya is filled with cheerless people with deep sighs, agonised voices and pale faces depressed and distressed due to Rama's exile. (Even) elephants and horses look spiritless. For me it (the city) resembles (dejected) Kausalya deprived of her son."
सूतस्य वचनं श्रुत्वा वाचा परमदीनया।बाष्पोपहतया राजा तं सूतमिदमब्रवीत्।।2.59.21।।,"At these words of the charioteer, the king in deep distress replied with a voice choked with tears: "
कैकेय्या विनियुक्तेन पापाभिजनभावया।मया न मन्त्रकुशलैर्वृद्धैस्सह समर्थितम्।।2.59.22।।,"Incited by Kaikeyi of sinful relations and sinful motive, I did not consult expert, elderly counsellers. "
न सुहृद्भिर्नचामात्यैर्मन्त्रयित्वा न नैगमैः।मयायमर्थस्सम्मोहात् स्त्रीहेतो स्सहसा कृतः।।2.59.23।।,"For the sake of a woman, this act was committed in great haste, without consulting friends or ministers or men of prudence."
भवितव्यतया नूनमिदं वा व्यसनं महत्।कुलस्यास्य विनाशाय प्राप्तं सूत यदृच्छया।।2.59.24।।,"Surely it is destiny and this calamity has befallen for the wilful destruction of the (entire) race, O charioteer "
सूत यद्यस्ति ते किञ्चिन्मया तु सुकृतं कृतम्।त्वं प्रापयाऽऽशु मां रामं प्राणास्सन्त्वरयन्तिमाम्।।2.59.25।।,"O Charioteer, if ever I have rendered you any favour, quickly  take me to Rama. My life is hastening me (fast running out)."
यद्यद्यापि ममैवाज्ञा निवर्तयतु राघवम्।न शक्ष्यामि विना रामं मुहूर्तमपि जीवितुम्।।2.59.26।।,"If my command prevails today, Rama may be brought back. Without Rama I cannot live for a moment even. "
अथवाऽपि महाबाहुर्गतो दूरं भविष्यति।मामेव रथमारोप्य शीघ्रं रामाय दर्शय।।2.58.27।।,"Otherwise if (you think) the mightyarmed (Rama) has gone too far then quickly put me in the chariot, and show me Rama (Carry me to him)."
वृत्तदंष्ट्रो महेष्वासः क्वासौ लक्ष्मणपूर्वजः।यदि जीवामि साध्वेनं पश्येयं सीतया सह।।2.59.28।।,"Where is that Rama, elder brother to Lakshmana who has wellshaped teeth and wields a mighty bow? If I can see him along with Sita I will survive."
लोहिताक्षं महाबाहुमामुक्तमणिकुण्डलम्।रामं यदि न पश्येयं गमिष्यामि यमक्षयम्।।2.59.29।।,"If I cannot see Rama of redcoloured eyes, the mightyarmed one and wearing earrings bedecked with precious stones I shall surely go to the abode of Yama, the god of death."
अतो नु किं दुःखतरं सोऽहमिक्ष्वाकुनन्दनम्।इमामवस्थामापन्नो नेह पश्यामि राघवम्।।2.59.30।।,"What else can be of greater sorrow to me who having reached this state, am still unable to see Rama?"
हा राम रामानुज हा हा वैदेहि तपस्विनि।न मां जानीत दुःखेन म्रियमाणतमनाथवत्।।2.59.31।।,"Ah Rama, Ah Lakshmana, Ah unfortunate Vaidehi, you do not know that I am dying  like an orphan because of my grief."
स तेन राजा दुःखेन भृशमर्पितचेतनः।अवगाढस्सुदुष्पारं शोकसागरमब्रवीत्।।2.59.32।।,The king whose mind was extremely enfeebled due to grief and who was immersed in a sea of tears which he was unable to cross continued: 
रामशोकमहाभोगस्सीताविरहपारगः।श्वसितोर्मि महावर्तो बाष्पफेनजालाविलः।।2.59.33।।बाहुविक्षेपमीनौघो विक्रन्दित महास्वनः।प्रकीर्णकेशशैवालः कैकेयीबडबामुखः।।2.59.34।।ममाश्रुवेगप्रभवः कुब्जावाक्यमहाग्रहः।वरवेलो नृशंसाया रामप्रव्राजनायतः।।2.59.35।।यस्मिन्बत निमग्नोऽहं कौसल्ये राघवं विना।दुस्तरो जीवता देवि मयाऽयं शोकसागरः।।2.59.36।।,"O queen Kausalya, I am completely immersed in this ocean of sorrow. The misfortune due to Rama's separation is its breadth. Sita's separation is the other end of the shore. Sighs are its turbulent waves and whirlpools. Tears are its foam and turbid waters. Waving of arms is its fishes. Cries of agony are its roars. My dishevelled hair is its moss. Kaikeyi is the mouth of Badaba. My copious tears are its source. Words of the hunchback (Manthara) are the monstrous crocodiles. The cruel boons to Kaikeyi are its shores. Without Rama I cannot cross  this sea of sorrow alive. Ah, what a pity"
अशोभनं योऽहमिहाद्य राघवं दिदृक्षमाणो न लभे सलक्ष्मणम्।इतीव राजा विलपन्महायशाः पपात तूर्णं शयने समूर्छितः।।2.59.37।।,"Though I wish I cannot see Rama together with Lakshmana. Indeed this is very unfortunate. Lamenting thus, king Dasaratha of great reknown fell on the bed, unconscious. "
इति विलपति पार्थिवे प्रणष्टे करुणतरं द्विगुणं च रामहेतोः।वचनमनुनिशम्य तस्य देवी भयमगमत्पुनरेव राममाता।।2.59.38।।,"Wailing, Dasaratha fell unconscious. He was doubly grieved due to his yearning for Rama. Rama's mother was seized with fear hearing those lamentations.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे एकोनषष्टितमस्सर्गः।।Thus ends  the fiftyninth sarga in Ayodhyakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Sumantra consoles Kausalya.]ततो भूतोपसृष्टेव वेपमाना पुनः पुनः।धरण्यां गतसत्त्वेव कौसल्या सूतमब्रवीत्।।2.60.1।।,"Thereafter Kausalya, trembling as if possessed by an evil spirit and rolling on the floor like one who her senses now and again, said to the charioteer (Sumantra):"
नय मां यत्र काकुत्स्थस्सीता यत्र च लक्ष्मणः।तान्विना क्षणमप्यत्र जीवितुं नोत्सहेह्यहम्।।2.60.2।।,"Take me where Rama, Sita and Lakshmana are. I do not wish to live even for a moment without them."
निवर्तय रथं शीघ्रं दण्डकान्नय मामपि।अथ तान्नानुगच्छामि गमिष्यामि यमक्षयम्।।2.60.3।।,"'Turn back your chariot immediately and take me to the Dandaka forest. If I do not follow them, I shall enter the world of Yama'."
बाष्पवेगोपहतया स वाचा सज्जमानया।इदमाश्वासयन्देवीं सूतः प्राञ्जलिरब्रवीत्।।2.60.4।।,With folded hands and faltering words choked by his fastflowing tears the charioteer tried to console Kausalya: 
त्यज शोकं च मोहं च सम्भ्रमं दुःखजं तथा।व्यवधूय च सन्तापं वने वत्स्यति राघवः।।2.60.5।।," Abandon your tears, delusion and despair arising out of sorrow. Rama is going to live in the forest, brushing aside all agony."
लक्ष्मणश्चापि रामस्य पादौ परिचरन्वने।आराधयति धर्मज्ञः परलोकं जितेन्द्रियः।।2.60.6।।,"Selfcontrolled Lakshmana, aware of his duty, serves Rama in the forest. By this he is securing his next world."
विजनेऽपि वने सीता वासं प्राप्य गृहेष्विव।विस्रम्भं लभतेऽभीता रामे सन्न्यस्तमानसा।।2.60.7।।,Sita with her mind fixed on Rama is living confidently in that desolate forest without any fear as if it were her home.
नास्या दैन्यं कृतं किञ्चित्सुसूक्ष्ममपि लक्ष्यते।उचितेव प्रवासानां वैदेही प्रतिभाति मा।।2.60.8।।,I could not see even the slightest depression in Sita as if she was accustomed to staying away from home.
नगरोपवनं गत्वा यथा स्मरमते पुरा।तथैव रमते सीता निर्जनेषु वनेष्वपि।।2.60.9।।,"Earlier, just as Sita used to revel in the gardens of the city, so does she now in those desolate forests. "
बालेव रमते सीताऽबालचन्द्रनिभानना।रामा रामे ह्यधीनात्मा विजनेऽपि वने सती।।2.60.10।।,"Charming Sita whose face resembles the full Moon, with her mind fixed on Rama, is enjoying even the desolate forest like a child. "
तद्गतं हृदयं ह्यस्यास्तदधीनं च जीवितम्।अयोध्यापि भवेऽत्तस्या रामहीना तदा वनम्।।2.60.11।।,"Her heart is ever united with Rama, and her life is under his control. Without Rama, even Ayodhya would become a forest for her."
परिपृच्छति वैदेही ग्रामांश्च नगराणि च।गतिं दृष्ट्वा नदीनां च पादपान्विविधानपि।।2.60.12।।रामं हि लक्ष्मणं वापि पृष्ट्वा जानाति जानकी।अयोध्या क्रोशमात्रे तु विहारमिव संश्रिता।।2.60.13।।,"Seeing villages, cities, trees of different kinds and courses of rivers, Sita is enquiring from Rama or Lakshmana about them. She feels as though she is sporting in the pleasuregarden just a krosa from Ayodhya. "
इदमेव स्मराम्यस्यास्सहसैवोपजल्पितम्।कैकेयी संश्रितं वाक्यं नेदानीं प्रतिभाति मा।।2.60.14।।,"Sita did say something about Kaikeyi, but now I do not remember what."
ध्वंसयित्वा तु तद्वाक्यं प्रमादात्पर्युपत्स्थितम्।ह्लादनं वचनं सूतो देव्या मधुरमब्रवीत्।।2.60.15।।," Diverting the context of what he uttered inadvertently relating to Kaikeyi, the charioteer said pleasing words of consolation to Kausalya."
अध्वना वातवेगेन सम्भ्रमेणाऽऽतपेन च।न विगच्छति वैदेह्याश्चन्द्रांशु सदृशी प्रभा।।2.60.16।।,"Just like the beams of the Moon, Sita's glow is not affected by the fatigue of the journey or by the speed of the wind or by the scorching heat."
सदृशं शतपत्रस्य पूर्णचन्द्रोपमप्रभम्।वदनं तद्वदान्याया वैदेह्या न विकम्पते।।2.60.17।।,The countenance of Sita with her gentle eloquence resembles a hundredpetalled lotus. She has the luminance of the full Moon that has not wilted.
अलक्तरसरक्ताभावलक्तरसवर्जितौ।अद्यापि चरणौ तस्याः पद्मकोशसमप्रभौ।।2.60.18।।,"Her feet, now devoid of lacdye, still look red like lac and shine like the lotus bud. "
नूपुरोद्घुष्टहेलेव खेलं गच्छति भामिनी।इदानीमपि वैदेही तद्रागान्नयस्त भूषणा।।2.60.19।।," Casting off her ornaments, the damsel (Sita) is gracefully walking as if dalliant with her tinkling anklets for her love for him (Rama)."
गजं वा वीक्ष्य सिंहं वा व्याघ्रं वा वनमाश्रिता।नाऽहारयति सन्त्रासं बाहू रामस्य संश्रिता।।2.60.20।।,"Though in the forest, Sita, under the protection of Rama's arms, is afraid of neither elephants nor lions nor tigers. "
न शोच्यास्ते न चात्मनश्शोच्यो नापि जनाधिपः।इदं हि चरितं लोके प्रतिष्ठास्यति शाश्वतम्।।2.60.21।।,You need not lament for them or for yourself or for the king. This story of Rama will endure permanently in the world.
विधूय शोकं परिहृष्टमानसा महर्षियाते पथि सुव्यवत्स्थिताः।वनेरता वन्यफलाशनाः पितुश्शुभां प्रतिज्ञां परिपालयन्ति ते।।2.60.22।।,"They are upholding the sacred promise of their father with cheerful hearts, grief given the goby, steadfastly pursuing the path established by maharsis, subsisting on forest fruits and enjoying the forest life."
तथापि सूतेन सुयुक्तवादिना निवार्यमाणा सुतशोककर्शिता।न चैव देवी विरराम कूजितात्प्रियेति पुत्रेति च राघवेति च।।2.60.23।।,"Though Sumantra was speaking with befitting words to prevent Kausalya from weeping over her son which had enfeebled her, she did not stop crying, 'O my beloved', 'O my son', 'O Rama'. इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे षष्टितमस्सर्गः।।Thus ends the sixtieth sarga in Ayodhyakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Kausalya condemns Dasaratha's action -- Dasaratha loses his senses out of intense grief.]वनं गते धर्मपरे रामे रमयतां वरे।कौसल्या रुदती स्वार्ता भर्तारमिदमब्रवीत्।।2.61.1।।,"When Rama, the greatest among those who please the people, he who was conscious of his duty left for the forest. Kausalya, sobbing in bitter anguish, said to her husband: "
यद्यपि त्रिषु लोकेषु प्रथितं ते महद्यशः।सानुक्रोशो वदान्यश्च प्रियवादी च राघवः।।2.61.2।।,"Your great fame has spread all over the three worlds. People know you as compassionate, generous and sweetspeaking scion of the Raghus. "
कथं नरवरश्रेष्ठ पुत्रौ तौ सह सीतया।दुःखितौ सुखसंवृद्धौ वने दुःखं सहिष्यतः।।2.61.3।।,"O Dasaratha, the best among kings, how will your two sons and Sita brought up in great comfort now tolerate the hardships of forest life? "
सा नूनं तरुणी श्यामा सुकुमारी सुखोचिता।कथमुष्णं च शीतं च मैथिली प्रसहिष्यते।।2.61.4।।,"How can the daughter of Mithila (Sita) who in the prime of her life, accustomed to comforts, endure  heat and cold indeed?"
भुक्त्वाऽशनं विशालाक्षी सूपदं शान्वितं शुभम्।वन्यं नैवारमाहारं कथं सीतोपभोक्ष्यते।।2.61.5।।,How can the largeeyed Sita having enjoyed delicious food mixed with condiments and soup now partake the food prepared with wild grains?
गीतवादित्रनिर्घोषं श्रुत्वा शुभमनिन्दिता।कथं क्रव्यादसिंहानां शब्दं श्रोष्यत्यशोभनम्।।2.61.6।।,"How can the blameless Sita, used to the soft sound of songs and musical instruments hear the frightful roars of lions and other carnivorous animals?"
महेन्द्रध्वजसङ्काशः क्व नु शेते महाभुजः।भुजं परिघसङ्काशमुपधाय महाबलः।।2.61.7।।,"Where will that mightyarmed and powerful Rama, as lofty as Indra's banner, sleep using his ironbarlike arm as pillow?."
पद्मवर्णं सुकेशान्तं पद्मनिश्श्वासमुत्तमम्।कदा द्रक्ष्यामि रामस्य वदनं पुष्करेक्षणम्।।2.61.8।।," When shall I see Rama with his lotushued face, his beautiful locks of hair, breath of lotus fragrance and eyes like blue lotus? "
वज्रसारमयं नूनं हृदयं मे न संशयः।अपश्यन्त्या न तं यद्वै फलतीदं सहस्रधा।।2.61.9।।,"No doubt my heart must be made of thunderbolt, since unable to see Rama it does not split into a thousand pieces."
यत्त्वयाऽकरुणं कर्म व्यपोह्य मम बान्धवाः।निरस्ताः परिधावन्ति सुखार्हाः कृपणा वने।।2.61.10।।,"(O king) It is because of your heartless action, my Rama and my relatives who deserve to enjoy pleasures at this age have been banished and are miserably wandering in wilderness."
यदि पञ्चदशे वर्षे राघवः पुनरेष्यति।जह्याद्राज्यं च कोषं च भरतो नोपलक्षयते।।2.61.11।।,"Even if Rama returns in the fifteenth year, it is unlikely that Bharata will give up the kingdom and royal treasury (in favour of Rama)."
भोजयन्ति किल श्राद्धे केचित्स्वानेव बान्धवान्।ततः पश्चात्समीक्षन्ते कृतकार्या द्विजर्षभान्।।2.61.12।।,Some first feed their own relatives in shraddha ceremony and thereafter look for the best of brahmins to feed.
तत्र ये गुणवन्तश्च विद्वांसश्च द्विजातयः।न पश्चात्तेऽभिमन्यन्ते सुधामपि सुरोपमाः।।2.61.13।।,The godlike brahmins who are virtuous and learned will not accept the food after others have partaken even if it is ambrosia.
ब्राह्मणेष्वपि तृप्तेषु पश्चाद्भोक्तुं द्विजर्षभाः।नाभ्युपैतुमलं प्राज्ञा श्शृङ्गच्छेदमिवर्षभाः।।2.61.14।।,"The bulls (best) among the wise brahmins would not like to accept the food after it is tasted by other brahmins, just as bulls dislike their horns being shorn."
एवं कनीयसा भ्रात्रा भुक्तं राज्यं विशाम्पते।भ्राता ज्येष्ठो वरिष्ठश्च किमर्थं नावमंस्यते।।2.61.15।।,O Lord of the world why not the eldest and the most distinguished among the brothers likewise disdain the kingdom enjoyed by the younger brother?
न परेणाऽहृतं भक्ष्यं व्याघ्रः खादितुमिच्छति।एवमेतन्नरव्याघ्रः परलीढं न मन्यते।।2.61.16।।,"Just as a tiger will not eat the food acquired by another beast, Rama, the tiger (best) among men will not accept the kingdom enjoyed by others."
हविराज्यं पुरोडाशाः कुशा यूपाश्च खादिराः।नैतानि यातयामानि कुर्वन्ति पुनरध्वरे।।2.61.17।।,"Havis, sacrificial offerings like ghee, cakes, kusha grass, and sacrificial posts made from khadira wood, once used in the sacrifice cannot be used again."
तथा ह्यात्तमिदं राज्यं हृतसारां सुरामिव।नाभिमन्तुमलं रामो नष्टसोममिवाध्वरम्।।2.61.18।।,In the same way Rama will not accept this kingdom enjoyed by others like liquour or soma juice drained of its essence. 
न चेमां धर्षणां राम सङ्गच्छेदत्यमर्षणः।दारयेन्मन्दरमपि स हि क्रुद्धश्शितैश्शरैः।।2.61.19।।,"Rama, highly determined will not suffer this indignity. If enraged, he can split open even mount Mandara with his sharp arrows."
त्वां तु नोत्सहते हन्तुं महात्मा पितृगौरवात्।ससोमार्कग्रहगणं नभस्ताराविचित्रितम्।।2.61.20।।पातयेद्योदिवं क्रुद्धस्सत्वां न व्यतिवर्तते।प्रक्षोभयेद्वारये द्वा महीं शैलशताचिताम्।।2.61.21।।,"Out of respect for his father magnanimous Rama is not inclined to kill you. He has not defied the anger, the Sun, the Moon and the sky looking wonderful with stars can be pulled down. He will not even shake or break the earth surrounded by hundreds of mountains."
नैवं विधमसत्कारं राघवो मर्षयिष्यति।बलवानिव शार्दूलो वालधेरभिमर्शनम्।।2.61.22।।,A powerful tiger will not allow its tail to be twisted. In the same way Rama also will not tolerate an insult of this sort.
नैतस्य सहिता लोका भयं कुर्युर्महामृथे।अधर्मंत्विह धर्मात्मा लोकं धर्मेण योजयेत्।।2.61.23।।,"Even if all the worlds were to unite and fight against him, he will not fear. This righteous Rama will reestablish justice in this unrighteous world."
नन्वसौ काञ्चनैर्बाणैर्महावीर्यो महाभुजः।युगान्त इव भूतानि सागरानपि निर्दहेत्।।2.61.24।।,"Valiant and mightyarmed Rama, with his golden shafts can annihilate all living beings and oceans like at the time of  deluge everything is consumed in fire."
स तादृशस्सिंहबलो वृषभाक्षो नरर्षभः।स्वयमेव हतः पित्रा जलजेनात्मजो यथा।।2.61.25।।,"Such Rama, the best among men, powerful like a lion, with eyes fierce like that of a bull has been destroyed by his own father just as the big fish destroys its own offsprings."
द्विजातिचरितो धर्मश्शास्त्रदृष्टस्सनातनः।यदि ते धर्मनिरते त्वया पुत्रे विवासिते।।2.61.26।।,You have banished your son who is devoted to righteousness. Is it in accordance with the scriptures and the eternal tradition followed by the twiceborn?
गतिरेका पतिर्नार्या द्वितीया गतिरात्मजः।तृतीया ज्ञातयो राजंश्चतुर्थी नेह विद्यते।।2.61.27।।,"O king for a woman the first refuge is the husband, the second her son, the third her relatives and there is no fourth alternative in this world."
तत्र त्वं चैव मे नास्ति रामश्च वनमाश्रितः।न वनं गन्तुमिच्छामि सर्वथा निहता त्वया।।2.61.28।।,You are nonexistent for my purpose. Rama has taken refuge in the forest and I do not like to go there. You have destroyed me in all possible ways.
हतं त्वया राज्यमिदं सराष्ट्रं हतस्तथाऽत्मा सह मन्त्रिभिश्च।हता सपुत्राऽस्मि हताश्च पौरास्सुत श्च भार्या च तव प्रहृष्टौ।।2.61.29।।,"You have destroyed this kingdom, and the state along with its inhabitants. You have ruined yourself along with your ministers. You have brought disaster to me and to my son. Your son (Bharata) and your wife (Kaikeyi) are the only persons who are happy."
इमां गिरं दारुणशब्द संश्रितां निशम्य राजाऽपि मुमोह दुःखितः।तत स्स शोकं प्रविवेश पार्थिवस्स्वदुष्कृतं चापि पुनस्तदा स्मरन्।।2.61.30।।," Hearing the words uttered in harrowing accents, the king overcome with deep distress became senseless. Recollecting his folly thereafter he fell into a sad state. इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अयोध्याकाण्डे एकषष्टितमस्सर्गः।।Thus ends the sixtyfirst sarga in Ayodhyakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Sudden flash of a thought in the mind of Dasaratha about an evil act done by him in the past -- Dasaratha attributes present misfortune to the past action -- seeks forgiveness of Kausalya.]एवं तु क्रुद्धया राजा राममात्रा सशोकया।श्रावितः परुषं वाक्यं चिन्तयामास दुःखितः।।2.62.1।।,"Forced to hear the harsh words of angry Kausalya, the king, deeply distressed, was absorbed in sad thought."
चिन्तयित्वा स च नृपो मुमोह व्याकुलेन्द्रियः।अथ दीर्घीण कालेन संज्ञामाप परन्तपः।।2.62.2।।," The king (Dasaratha) tormentor of enemies, for a while, lost his consciousness, his senses bewildered. After a long time he regained his senses."
स संज्ञामुपलभ्यैव दीर्घमुष्णं च निश्श्वसन्।कौसल्यां पार्श्वतो दृष्ट्वा पुन श्चिन्तामुपागमत्।।2.62.3।।,"When he regained his senses, the king heaved deep, hot sighs. Seeing Kausalya by his side he relapsed into a state of anxiety. "
