content,explanation
वसतो दण्डकारण्ये तापसान्धर्मचारिणः।किन्नु हत्वा महाभागान्फलं प्राप्स्यसि राक्षस।।3.29.6।।,"O demon  what benefit will you  get by killing the venerable ascetics, followers of righteous path residing in Dandaka forest?"
न चिरं पापकर्माणः क्रूरा लोकजुगुप्सिताः।ऐश्वर्यं प्राप्य तिष्ठन्ति शीर्णमूला इव द्रुमाः।।3.29.7।।,"Cruel people, who are despised by the world for their sinful deeds, will not  be prosperous for long just like trees with decayed roots."
अवश्यं लभते जन्तुः फलं पापस्य कर्मणः।घोरं पर्यागते काले द्रुमाः पुष्पमिवार्तवम्।।3.29.8।।,"Just as the trees bear flowers at the proper season, so also people will certainly reap the fruits of their terrible, sinful deeds at appropriate time. "
नचिरात्प्राप्यते लोके पापानां कर्मणां फलम्।सविषाणामिवान्नानां भुक्तानां क्षणदाचर।।3.29.9।।,O nightranger  people will reap the result of their sinful actions in this world soon like one eating poisonous food.
पापमाचरतां घोरं लोकस्याप्रियमिच्छताम्।अहमासादितो राजा प्राणान्हन्तुं निशाचर।।3.29.10।।,"O nightranger  I have come with the orders of the king to put an end to the lives of the perpetrators of dreadful, sinful and offensive deeds in this world."
अद्य हि त्वां मया मुक्ताश्शराः काञ्चनभूषणाः।विदार्यातिपतिष्यन्ति वल्मीकमिव पन्नगाः।।3.29.11।।,"Now when I unleash the golden  arrows, they will pierce through your body and come out like serpents emerging from the anthill."
ये त्वया दण्डकारण्ये भक्षिता धर्मचारिणः।तानद्य निहतस्सङ्ख्ये ससैन्योऽनुगमिष्यसि।।3.29.12।।,"Slain by me in the battle today, you and your army will follow the righteous men eaten by you in Dandaka forest. "
अद्य त्वां निहतं बाणैः पश्यन्तु परमर्षयः।निरयस्थं विमानस्था ये त्वया हिंसिताः पुरा।।3.29.13।।,"The great seers whom you have earlier tortured and killed will, from their aerial vehicles, see you fallen into hell."
प्रहर त्वं यथाकामं कुरु यत्नं कुलाधम।अद्य ते पातयिष्यामि शिरस्तालफलं यथा।।3.29.14।।,"O vile fellow, now you may strike at me as you please. I will make your head fall  down like a palm fruit."
एवमुक्तस्तु रामेण कृद्धस्संरक्तलोचनः।प्रत्युवाच खरो रामं प्रहसन्क्रोधमूर्छितः।।3.29.15।।,"Challenged by Rama  in that manner, Khara, his senses switched off, eyes turned red due to anger, replied laughing :"
प्राकृतान्राक्षसान्हत्वा युद्धे दशरथात्मज।आत्मना कथमात्मानमप्रशस्यं प्रशंससि।।3.29.16।।,"O son of Dasaratha, it is not praiseworthy to kill ordinary demons in war. Why do you praise yourself for it?"
विक्रान्ता बलवन्तो वा ये भवन्ति नरर्षभाः।कथयन्ति न ते किञ्चित्तेजसा स्वेन गर्विताः।।3.29.17।।,"The valiant, strong and the best of men do not at all speak proudly of themselves  and their valour."
प्राकृतास्त्वकृतात्मानो लोके क्षत्रियपांसनाः।निरर्थकं विकत्थन्ते यथा राम विकत्थसे।।3.29.18।।,"O Rama common people, having no control over themselves and the lowest of kshatriyas boast of themselves in the world in a meaningless way as you are doing (now)."
कुलं व्यपदिशन्वीरस्समरे कोऽभिधास्यति।मृत्युकाले हि सम्प्राप्ते स्वयमप्रस्तवे स्तवम्।।3.29.19।।, When death comes in a battle no hero will name his race and boast of himself unnessarily.
सर्वथैव लघुत्वं ते कत्थनेन विदर्शितम्।सुवर्णप्रतिरूपेण तप्तेनेव कुशाग्निना।।3.29.20।।,All your meanness is exhibited by your boasting just as the kusa grass caught by fire appears like gold.
न तु मामिह तिष्ठन्तं पश्यसि त्वं गदाधरम्।धराधरमिवाकम्प्यं पर्वतं धातुभिश्चितम्।।3.29.21।।,"Indeed, (it is strange that) you do not see me holding a mace and standing here like an unshakeable mountain which contains minerals and supports the earth."
पर्याप्तोऽहं गदापाणिर्हन्तुं प्राणान्रणे तव।त्रयाणामपि लोकानां पाशहस्त इवान्तकः।।3.29.22।।,"Just like lord Yama, holding a noose of death is alone enough to destroy the three worlds, I am alone sufficient to take away your life in war, a mace in hand."
कामं बह्वपि वक्तव्यं त्वयि वक्ष्यामि न त्वहम्।अस्तं गच्छेद्धि सविता युद्धविघ्नस्ततो भवेत्।।3.29.23।।,"Indeed, I shall not speak any more even though a lot can be said on you. But the Sun is about to set and it will be improper to wage war thereafter."
चतुर्दश सहस्राणि राक्षसानां हतानि ते।त्वद्विनाशात्करोम्येषां तेषामश्रुप्रमार्जनम्।।3.29.24।।,"You have killed these fourteen thousand demons. Therefore, I will wipe their tears by destroying you."
इत्युक्त्वा परमक्रुद्धस्तां गदां परमाङ्गदः।खरश्चिक्षेप रामाय प्रदीप्तामशनिं यथा।।3.29.25।।,"Having said this, highly enraged Khara adorned with large shoulder bands, hurled  at Rama, his mace glowing like a thunderbolt."
खरबाहुप्रयुक्ता सा प्रदीप्ता महती गदा।भस्मवृक्षांश्च गुल्मांश्च कृत्वागात्तत्समीपतः।।3.29.26।।,"The huge, blazing mace hurled by Khara's arms reduced the trees and shrubs into ashes and came close to Rama."
तामापतन्तीं ज्वलतां मृत्युपाशोपमां गदाम्।अन्तरिक्षगतां रामचशिच्छेद बहुधा शरैः।।3.29.27।।,"The mace, which moved in the sky burning like the noose of death was shattered to pieces by Rama."
सा विकीर्णा शरैर्भग्ना पपात धरणीतले।गदा मन्त्रौषधबलैर्व्यालीव विनिपातिता।।3.29.28।।,"The mace shattered by the arrows of Rama , fell down scattered to pieces on the ground like a female serpent subdued by the force of mantras and medicine.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये अरण्यकाण्डे एकोनत्रिंशस्सर्गः।।Thus ends the twentyninth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[Khara's death in the hands of Rama-- gods and charanas praise him offer prayers-- Lakshmana and Sita come out of the cave.]भित्त्वा तु तां गदां बाणै राघवो धर्मवत्सलः।स्मयमानः खरं वाक्यं संरब्धमिदमब्रवीत्।।3.30.1।।,"Rama, fond of dharma, broke into pieces Khara's mace with his arrows, and smiling at bewildered Khara, said:"
एतत्ते बलसर्वस्वं दर्शितं राक्षसाधम।शक्तिहीनतरो मत्तो वृथा त्वमवगर्जसि।।3.30.2।।," O lowly demon, you have already exhibited all your strength. Inferior to me in energy, you are needlessly roaring."
एषा बाणविनिर्भिन्ना गदा भूमितलं गता।अभिधानप्रगल्भस्य तव प्रत्ययघातिनी।।3.30.3।।,The mace about which you boasted so much has betrayed your confidence. Shattered by my arrows it now lies on the ground.
यत्त्वयोक्तं विनष्टानामहमश्रुप्रमार्जनम्।राक्षसानां करोमीति मिथ्या तदपि ते वचः।।3.30.4।।,You said you will wipe the tears of the dead demons. (Now) those words have proved false.
नीचस्य क्षुद्रशीलस्य मिथ्यावृत्तस्य रक्षसः।प्राणानहं हरिष्यामि गरुत्मानमृतं यथा।।3.30.5।।,"You are mean. You have false pride. You are of low behaviour. I shall take away your life, O demon,, Just as Garuda carried off the nectar."
अद्य ते छिन्नकण्ठस्य फेनबुद्बुदभूषितम्।विदारितस्य मद्बाणैर्मही पास्यति शोणितम्।।3.30.6।।,"Now with your throat split open by my arrows , the earth will drink your foamy blood full of bubbles."
पांसुरूषितसर्वाङ्गस्स्रस्तन्यस्त भुजद्वयः।स्वप्स्यसे गां समालिङ्ग्य दुर्लभां प्रमदामिव।।3.30.7।।,"With all your limbs covered with dust, both the arms dropped down and stretched  out  on the ground, you will sleep as though hugging the earth, like embracing a rare woman."
प्रबद्धनिद्रे शयिते त्वयि राक्षसपांसने।भविष्यन्तिशरण्यानां शरण्या दण्डका इमे।।3.30.8।।,"When you, O vile demon, will go into eternal sleep the Dandaka grounds will provide shelter to those who deserve it here."
जनस्थाने हतस्थाने तव राक्षस मच्छरैः।निर्भया विचरिष्यन्ति सर्वतो मुनयो वने।।3.30.9।।,"O demon, when my arrows destroy your hold over Janasthana the sages will move freely without fear all over this forest."
अद्य विप्रसरिष्यन्ति राक्षस्यो हतबान्धवाः।बाष्पार्द्रवदना दीना भयादन्यभयावहाः।।3.30.10।।,"Having lost all their relations, the demonesses, who were causing fear to others,will move away with faces full of tears. "
अद्य शोकरसज्ञास्ता भविष्यन्ति निरर्थकाः।अनुरूपकुलाः पत्न्यो यासां त्वं पतिरीदृशः।।3.30.11।।,"Your wives, who have got a husband like you, must have been born to a befitting race. They will taste the pangs of sorrow today, for no reasons whatsoever."
नृशंस नीच क्षुद्रात्मन्नित्यं ब्राह्मणकण्टक।यत्कृते शङ्कितैरग्नौ मुनिभिः पात्यते हविः।।3.30.12।।,"O cruel, mean, vile fellow, you had been always opposing the brahmins who pour oblations in fire under fear."
तमेवमभिसंरब्धं ब्रुवाणं राघवं रणे।खरो निर्भर्त्सयामास रोषात्खरतरस्वरः।।3.30.13।।,"When Rama was thus speaking in a state of excitement in the middle of war, the choleric Khara  started abusing him in a harsher tone."
दृढं खल्ववलिप्तोऽसि भयेष्वपि च निर्भयः।वाच्यावाच्यं ततो हि त्वं मृत्युवश्यो न बुध्यसे।।3.30.14।।,You are very haughty. When there is every cause of fear you pretend fearlessness. Being in the grip of death you do not know what to speak and what not to speak.
कालपाशपरिक्षिप्ता भवन्ति पुरुषा हि ये।कार्याकार्यं न जानन्ति ते निरस्तषडिन्द्रियाः।।3.30.15।।,"Those bound by the noose of death, do not know what to and what not to do, as their six senses cease to function."
एवमुक्त्वा ततो रामं संरुध्य भ्रुकुटीं ततः।स ददर्श महासालमविदूरे निशाचरः।।3.30.16।।रणे प्रहरणस्यार्थे सर्वतो ह्यवलोकयन्।,"Having said thus to Rama with a frown on his face, Khara, looking around for something to strike him with, saw a huge sal tree not very far. "
स तमुत्पाटयामास संदश्य दशनच्छदम्।।3.30.17।।तं समुत्क्षिप्य बाहुभ्यां विनद्य च महाबलः।राममुद्दिश्य चिक्षेप हतस्त्वमिति चाब्रवीत्।।3.30.18।।,"Khara, biting his lower lip, uprooted the tree , lifted it with his mighty arms, and shouting at Rama loudly hurled it at him, saying, 'You are dead'."
तमापतन्तं बाणौघैच्छित्वा रामः प्रतापवान्।रोषमाहारयत्तीव्रं निहन्तुं समरे खरम्।।3.30.19।।,Brave Rama shattered with a flood of arrows the tree falling over him and summoned sharp anger to end Khara in war.
जातस्वेदस्ततो रामो रोषाद्रक्तान्तलोचनः।निर्भिभेद सहस्रेण बाणानां समरे खरम्।।3.30.20।।,"Full of sweat and with the corners of his eyes turned red, Rama hit Khara with a thousand arrows in the encounter."
तस्य बाणान्तराद्रक्तं बहु सुस्राव फेनिलम्।गिरेः प्रस्रवणस्येव तोयधारापरिस्रवः।।3.30.21।।,With his body pierced with arrows his blood started flowing like the waterfalls flow from mount Prasravana.
विह्वलस्सकृतो बाणैः खरो रामेण संयुगे।मत्तो रुधिरगन्धेन तमेवाभ्यद्रवद्द्रुतम्।।3.30.22।।," Completely struck by Rama's arrows, Khara, intoxicated with the smell of  blood, ran speedily charging towards Rama."
तमापतन्तं संरब्धं कृतास्त्रो रुधिराप्लुतम्।अपासर्पत्प्रतिपदं किञ्चित्वरितविक्रमः।।3.30.23।।,"Rama who was an adept in the science of arms picked up his valour quickly and moved a step back (not  to give him an opportunity to strike), looking at the highly agitated Khara falling upon him, with his body fully drenched in blood."
ततः पावकसङ्काशं वधाय समरे शरम्।खरस्य रामो जग्राह ब्रह्मदण्डमिवापरम्।।3.30.24।।,Rama took a dart glowing like fire which resembled another Brahmadanda to kill Khara in the war.
स तं दत्तं मघवता सुरराजेन धीमता।संदधे चापि धर्मात्मा मुमोच च खरं प्रति।।3.30.25।।,"Righteous Rama placed on his bow the dart given him by wise Indra, king of the gods, and shot it at Khara."
स विमुक्तो महाबाणो निर्घातसमनिस्वनः।रामेण धनुरायम्य खरस्योरसिचापतत्।।3.30.26।।,"Bending the bow fully, Rama released the arrow roaring like a violent gust of wind, which fell on Khara's chest."
स पपात खरो भूमौ दह्यमानश्शरानग्निना।रुद्रेणेव विनिर्दग्धश्वेतारण्ये यथान्तकः।।3.30.27।।,"Just as Yama was burnt by Rudra's fire(from his eyes) in Swetaranya, Khara collapsed on the ground consumed by the fire of Rama's arrow."
स वृत्र इव वज्रेण फेनेन नमुचिर्यथा।बलो वेन्द्राशनिहतो निपपात हतः खरः।।3.30.28।।,Khara fell down just like Vrutra or Bala killed by Indra's thunderbolt or like Numuchi by the froth of the sea.
ततो राजर्षयस्सर्वे सङ्गताः परमर्षयः।सभाज्य मुदिता राममिदं वचनमब्रुवन्।।3.30.29।।,"Then the rajarsis, great seers gathered together, offered their worship to Rama  and said these words joyfully :"
एतदर्थं महातेजा महेन्द्रः पाकशासनः।शरभङ्गाश्रमं पुण्यमाजगाम पुरन्दरः।।3.30.30।।,"For this purpose, killer of Paka, the gIorious Indra (who can break a fortress), came to the hermitage of Sarabhanga."
आनीतस्त्वमिमं देशमुपायेन महर्षिभिः।एषां वधार्थं क्रूराणां रक्षसां पापकर्मणाम्।।3.30.31।।,"You are brought to this place by the great sages who had cleverly devised a plan to kill the cruel sinners, these demons৷৷"
तदिदं नः कृतं कार्यं त्वया दशरथात्मज।सुखं धर्मं चरिष्यन्ति दण्डकेषु महर्षयः।।3.30.32।।,"O son of Dasaratha, you have accomplished such a task that hereafter the sages in Dandaka will discharge their rightful duties happily. "
एतस्मिन्तरे देवाश्चारणैस्सह सङ्गताः।दुन्दुभींश्चाभिनिघ्नन्तः पुष्पवर्षं समन्ततः।।3.30.33।।रामस्योपरि संह्रुष्टा ववृषुर्विस्मितास्तदा।,Meanwhile the wonderstruck gods along with the charanas (celestial bards) got together and began beating the drums and raining showers of flowers on Rama from all sides.
अर्धाधिकमुहूर्तेन रामेण निशितैश्शरैः।।3.30.34।।चतुर्दशसहस्राणि रक्षसां भीमकर्मणाम्।खरदूषणमुख्यानां निहतानि महाहवे।।3.30.35।।,"'In a little more than half a moment of this great war Rama had accomplished the terrific task of killing with sharp darts fourteen thousand demons, led by Khara and Dusana."
अहो बत महत्कर्म रामस्य विदितात्मनः।अहो वीर्यमहो दाक्ष्यं विष्णोरिव हि दृश्यते।।3.30.36।।इत्येवमुक्त्वा ते सर्वे ययुर्देवा यथागतम्।,'Rama who knows the self has performed a great work. Oh what prowess what efficiency  only lord Visnu could do this'. So saying all the gods went back to their respective destinations.
तस्मिन्नन्तरे वीरो लक्ष्मणस्सह सीतया।गिरिदुर्गाद्विनिष्क्रम्य संविवेशाश्रमं सुखी।।3.30.37।।,"In the mean time, heroic Lakshmana accompanied by Sita came out of the mountain cave happily and entered the hermitage."
ततो रामस्तु विजयी पूज्यमानो महर्षिभिः।प्रविवेशाश्रमं वीरो लक्ष्मणेनाभिपूजितः।।3.30.38।।,Then victorious Rama having been worshipped by the seers and also by Lakshmana entered the hermitage.
तं दृष्ट्वा शत्रुहन्तारं महर्षीणां सुखावहम्।बभूव हृष्टा वैदेही भर्तारं परिषस्वजे।।3.30.39।।,On seeing Rama killing the enemies of the great sages for their happiness Sita felt glad and embraced her husband.
मुदा परमया युक्ता दृष्ट्वा रक्षोगणान्हतान्।रामं चैवाव्यथं दृष्ट्वा तुतोष जनकात्मजा।।3.30.40।।,"Sita, daughter of Janaka, was happy to see the demons killed by Rama who himself was unhurt."
ततस्तु तं राक्षससङ्घमर्दनं सभाज्यमानं मुदितैर्महर्षिभिः।पुनः परिष्वज्य शशिप्रभानना बभूव हृष्टा जनकात्मजा तदा।।3.30.41।।,"Then the daughter of Janaka, cheerful Sita, who had a face bright like the moon, embraced Rama, destroyer of demons who was worshipped by the delighted sages. इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये अरण्यकाण्डे त्रिंशस्सर्गः।।Thus ends the thirtieth sarga of Aranyakanda of the holy Ramayana the first epic composed by sage Valmiki."
[ Akampana reaches Lanka -- reveals to Ravana about the happenings at Janasthana-- describes Rama's valour-- suggests to Ravana the strategy to win Rama through the abduction of Sita-- Ravana's visit to Maricha-- Maricha's advice to Ravana.]त्वरमाणस्ततो गत्वा जनस्थानादकम्पनः।प्रविश्य लङ्कां वेगेन रावणं वाक्यमब्रवीत्।।3.31.1।।,"Quickly did Akampana leave Janasthana, and quickly he entered Lanka. He said to Ravana:"
जनस्थानस्थिता राजन्राक्षसा बहवो हताः।खरश्च निहतस्सङ्ख्ये कथञ्चिदहमागतः।।3.31.2।।,O king many demons dwelling at Janasthana including Khara have been killed. I manged to escape with much difficulty.
एवमुक्तो दशग्रीवः क्रुद्ध स्संरक्तलोचनः।अकम्पनमुवाचेदं निर्दहन्निव चक्षुषा।।3.31.3।।,"When Akampana thus reported to the tenheaded Ravana, his eyes reddened with anger. He spoke to Akampana as if he was burning him with his eyes :"
केन रम्यं जनस्थानं हतं मम परासुना।को हि सर्वेषु लोकेषु गतिं चाधिगमिष्यति।।3.31.4।।,He who has destroyed my beautiful Janasthana is sure to die. His life is under the control of others (his enemies). Where can he be(alive) in all the worlds?
न हि मे विप्रियं कृत्वा शक्यं मघवता सुखम्।प्राप्तुं वैश्रवणेनापि न यमेन न विष्णुना।।3.31.5।।,"One who has caused displeasure to me cannot be happy, be it Indra or Kubera, or Yama or even Visnu."
कालस्य चाप्यहं कालो दहेयमपि पावकम्।मृत्युं मरणधर्मेण संयोजयितुमुत्सहे।।3.31.6।।,I am the destroyer of the destroyer (Yama). I can burn even that which burns (fire). I can infuse Death with the characteristics of death itself.
दहेयमपि सङ्कृद्धस्तेजसाऽदित्यपावकौ।वातस्य तरसा वेगं निहन्तुमहमुत्सहे।।3.31.7।।,"If angry, I can burn the Sun and even fire with my radiance. I can arrest  the speed of the wind instantly with my effort."
तथा क्रुद्धं दशग्रीवं कृताञ्जलिरकम्पनः।भयात्सन्दिग्धया वाचा रावणं याचतेऽभयम्।।3.31.8।।,"Akampana, out of fear, implored the inflamed Ravana with folded hands and faltering voice to spare him."
दशग्रीवोऽभयं तस्मै प्रददौ रक्षसां वरः।स विस्रब्धोऽब्रवीद्वाक्यमसन्दिग्धमकम्पनः।।3.31.9।।,"The tenheaded Ravana, lord of the demons, assured safety to Akampana, who  gratefully said these words without hesitation:"
पुत्रो दशरथस्यास्ति सिंहसंहननो युवा।रामो नाम वृषस्कन्धो वृत्तायतमहाभुजः।।3.31.10।।,"Dasaratha has  a young son,  by name, Rama. He has a body like a lion's. He has strong, round arms and his shoulders resemble those of a bull."
वीरः पृथुयशाश्श्रीमानतुल्यबलविक्रमः।हतं तेन जनस्थानं खरश्च सह दूषणः।।3.31.11।।,He is a hero of great fame and unequal prowess. He has destroyed your Janasthana and also Khara along with Dusana.
अकम्पनवच श्रुत्वा रावणो राक्षसाधिपः।नागेन्द्र इव निश्वस्य वचनं चेदमब्रवीत्।।3.31.12।।," Having heard Akampana's words, Ravana, the lord of demons, sighed heavily like the king of serpents and said these words:"
स सुरेन्द्रेण संयुक्तो रामस्सर्वामरैस्सह।उपयातो जनस्थानं ब्रूहि कच्चिदकम्पन।।3.31.13।।,Did Rama come to Janasthana with Indra and the gods ? O Akampana   speak.
रावणस्य पुनर्वाक्यं निशम्य तदकम्पनः।आचचक्षे बलं तस्य विक्रमं च महात्मनः।।3.31.14।।,"Hearing Ravana's words, Akampana continued telling about great Rama's strength and his exploits in war."
रामो नाम महातेजा श्रेष्ठस्सर्वधनुष्मताम्।दिव्यास्त्रगुणसम्पन्नः पुरन्दरसमो युधि।।3.31.15।।,"Rama is his name. He looks very radiant. He is the best among the archers. Owner of divine weapons, he is comparable to Indra in war."
तस्यानुरूपो बलवान्रक्ताक्षो दन्दुभिस्वनः।कनीयान्लक्ष्मणो नाम भ्राता शशिनिभाननः।।3.31.16।।,"He is strong with bright red eyes. He has a deep voice with the resonance of a drum. His face is like the moon. Lakshmana, his younger brother, is similar to him in appearance."
स तेन सह संयुक्तः पावकेनानिलो यथा।श्रीमान्राजवरस्तेन जनस्थानं निपातितम्।।3.31.17।।, Rama is prosperous. He is the best among kings. Lakshmana with him is like wind with fire. Rama has pulled down Janasthana.
नैव देवा महात्मानो नात्र कार्या विचारणा।शरा रामेण तूत्सृष्टा रुक्मपुङ्खाः पतत्रिणः।।3.31.18।।सर्पाः पञ्चानना भूत्वा भक्षयन्ति स्म राक्षसान्।,"Indeed, they are great men. No god came there (to lend him a hand). There is no need to investigate further about it.  The goldenfeathered arrows released by Rama turned into fivehooded serpents and consumed the demons."
येन येन च गच्छन्ति राक्षसा भयकर्शिताः।3.31.19।।तेन तेन स्म पश्यन्ति राममेवाग्रतः स्थितम्।इत्थं विनाशितं तेन जनस्थानं तवानघ।।3.31.20।।,"Wherever the demons went they, gripped by fear, only saw Rama in front. O sinless sire In this manner your Janasthana was destroyed by him."
अकम्पनवचश्रुत्वा रावणो वाक्यमब्रवीत्।जनस्थानं गमिष्यामि हन्तुं रामं सलक्ष्मणम्।।3.31.21।।,"Hearing Akampana's words, Ravana said, I will go to Janasthana and kill Rama along with Lakshmana."
अथैवमुक्ते वचने प्रोवाचेदमकम्पनः।शृणु राजन्यथावृत्तं रामस्य बलपौरुषम्।।3.31.22।।,"Thus said by Ravana, Akampana responded, I will tell you what happened there. O king   listen to the strength and valour of Rama."
असाध्यः कुपितो रामो विक्रमेण महायशाः।आपगायास्सुपूर्णाया वेगं परिहरेच्छरैः।।3.31.23।।,"Rama is of great fame. When outraged, he is irrepressible. He can arrest with his arrows even the speed of a river (in spate)."
सतारग्रहनक्षत्रं नभश्चाप्यवसादयेत्।असौ रामस्तु सीदन्तीं श्रीमानभ्युद्धरेन्महीम्।।3.31.24।।,Powerful Rama can pull down the sky along with the planets and stars. He can lift the drowning earth from the depth of the sea.
भित्त्वा वेलां समुद्रस्य लोकानाप्लावयेद्विभुः।वेगं वापि समुद्रस्य वायुं वा विधमेच्छरैः।।3.31.25।।,He is so very powerful that he can drown the earth by breaking the boundary of the sea. He can arrest the speed of the sea or of the wind with his arrows.
संहृत्य वा पुनर्लोकान्विक्रमेण महायशाः।शक्तस्सपुरुषव्याघ्रः स्रष्टुं पुनरपि प्रजाः।।3.31.26।।,He is a tiger among men. He is so powerful that he can destroy the world and recreate the creatures once again by his valour.
न हि रामो दशग्रीव शक्यो जेतुं त्वया युधि।रक्षसां वापि लोकेन स्वर्गः पापजनैरिव।।3.31.27।।,"O tenheaded one, just as it is not possible for sinners to attain heaven it is not possible for you or for the entire world of demons to win him in war"
न तं वध्यमहं मन्ये सर्वैर्देवासुरैरपि।अयं तस्य वधोपायस्तन्ममैकमनाश्शृणु।।3.31.28।।,"I do not think it is possible for gods and demons together to kill him, yet there is a way for his destruction. You may listen to me with single mindedattention:"
भार्या तस्योत्तमा लोके सीता नाम सुमध्यमा।श्यामा समविभक्ताङ्गी स्त्रीरत्नं रत्नभूषिता।।3.31.29।।,"Rama has a wife in this world, by name, Sita, who is beautiful, has a slender waist and a wellformed body. Adorned with gems, she is a jewel among women, "
नैव देवी न गन्धर्वी नाप्सरा नापि दानवी।तुल्या सीमन्तिनी तस्या मानुषीषु कुतो भवेत्।।3.31.30।।,She has no equal among goddesses nor among gandharvis nor apasaras nor among demonesses. How can there be a peer of her among human beings ?
तस्यापहर भार्यांत्वं प्रमथ्य तु महावने।सीतया रहितः कामी रामो हास्यति जीवितम्।।3.31.31।।,"Abduct Rama's wife by force in that great forest and bereft of Sita, he will give up his life."
अरोचयत तद्वाक्यं रावणो राक्षसाधिपः।चिन्तयित्वा महाबाहुरकम्पनमुवाच ह।।3.31.32।।,"Ravana, the strongarmed king of demons, relished the words of Akampana and pondering over the matter, said to him :"
बाढं काल्यं गमिष्यामि ह्येकस्सारथिना सह।आनयिष्यामि वैदेहीमिमां हृष्टो महापुरीम्।।3.31.33।।,"Yes, early in the morning I will go alone gladly with the charioteer and bring Vaidehi here to this great city."
अथैवमुक्त्वा प्रययौ खरयुक्तेन रावणः।रथेनादित्यवर्णेन दिशस्सर्वाः प्रकाशयन्।।3.31.34।।,"Having said so, Ravana got on a chariot yoked with donkeys. It had the colour of the Sun. It illuminated all directions. Ravana left."
स रथो राक्षसेन्द्रस्य नक्षत्रपथगो महान्।सञ्चार्यमाणश्शुशुभे जलदे चन्द्रमा इव।।3.31.35।।,The great chariot of the demon king (Ravana) flying in the sky shone like the Moon in the cloud.
स मारीचाश्रमं प्राप्य ताटकेयमुपागमत्।मारीचेनार्चितो राजा भक्ष्यभोज्यैरमानुषैः।।3.31.36।।,Ravana reached the hermitage of Maricha and met him who was the son of Tataka. The demon king was treated with food that can be chewed and food that can be eaten.
तं स्वयं पूजयित्वा तु आसनेनोदकेन च।अर्थोपहितया वाचा मारीचो वाक्यमब्रवीत्।।3.31.37।।,Maricha personally offered Ravana a seat. He offered him water and paid him obeisance. Making meaningful enquiries he said in appropriate words :
कच्चित्सुकुशलं राजन्लोकानां राक्षसेश्वर।आशङ्के नाथ जाने त्वं यतस्तूर्णमिहागतः।।3.31.38।।,"O lord of demons  O king hope every one is fine in the world of demons. O lord, (though) your sudden arrival puts me in doubt (about everything going right). "
एवमुक्तो महातेजा मारीचेन स रावणः।ततः पश्चादिदं वाक्यमब्रवीद्वाक्यकोविदः।।3.31.39।।,"Having thus been asked by Maricha, glorious Ravana, who was eloquent in speech, spoke to him :"
आरक्षो मे हतस्तात रामेणाक्लिष्टकर्मणा।जनस्थानमवध्य तत्सर्वं युधि निपातितम्।।3.31.40।।तस्य मे कुरु साचिव्यं तस्य भार्यापहारणे।,"O dear, Rama who is capable of doing difficult deeds has killed my sentinels. The indestructible Janasthana has been routed in war. Could you help me in abudcting his wife ? (That is the only way to bring him to his knees)."
राक्षसेन्द्रवचश्श्रुत्वा मारीचो वाक्यमब्रवीत्।।3.31.41।।आख्याता केन सीता सा मित्ररूपेण शत्रुणा।त्वया राक्षसशार्दूल को न नन्दति नन्दितः।।3.31.42।।,"Having heard Ravana ,the king of demons, Maricha said these words:  O king, who is that enemy of yours who, in the guise of a friend,  has told you about Sita? Though obliged by you, who is he that is not happy with you, O tiger among demons?"
सीतामिहानयस्वेति को ब्रवीति ब्रवीहि मे।रक्षोलोकस्य सर्वस्य कश्शृङ्गं छेत्तुमिच्छति।।3.31.43।।,Tell me who asked you to bring Sita ? Who wishes to demolish the peak of the entire clan of demons ?
प्रोत्साहयति कश्च त्वां स च शत्रुरसंशयः।अशीविषमुखाद्दंष्ट्रामुद्धर्तुं चेच्छति त्वया।।3.31.44।।,"He who has encouraged you in this is your enemy, indeed. He wants you to pluck out the fangs from the serpent's mouth."
कर्मणा केन केनासि कापथं प्रतिपादितः।सुखसुप्तस्य ते राजन् प्रहृतं केन मूर्धनि।।3.31.45।।,By  whose action have you been led into this wrong direction? Who has hit you on your forehead while you were sleeping comfortably?
विशुद्धवंशाभिजनाग्रहस्त स्तेजोमदस्संस्थितदोर्विषाणः।उदीक्षितुं रावण नेह युक्तः स संयुगे राघवगन्धहस्ती।।3.31.46।।,Rama is like a mighty tusker. His pure and high birth is his trunk. His wellbuilt and strong arms are his tusks. His brilliance in his ichor. Nobody can face this intoxicated elephant in battle.
असौ रणान्तः स्थितिसंधिवालो विदग्धरक्षोमृगहा नृसिंहः।सुप्तस्त्वया बोधयितुं न युक्तः शराङ्गपूर्णो निशितासिदंष्ट्रः।।3.31.47।।,"Rama is a lion in the form of man, a lion on warfront with its tail touching the waist when angry. This lion is deft in killing deer in the form of clever demons. His body is full of arrows. The sharp swords are his pointed teeth. It does not behove you to rouse such a lion who is asleep."
चापापहारे भुजवेगपङ्के शरोर्मिमाले सुमहाहवौघे।न रामपातालमुखेऽतिघोरे प्रस्कन्दितुं राक्षसराज युक्तम्।।3.31.48।।,O king of demons  it is not proper (for you) to jump into the extremely fierce mouth of the nether world known as Rama. Who can steal the bow from his mighty arms which are whirlpools of mud. His arrows are rows of waves in the flow of the great war.
