content,explanation
कथयस्व त्वया दृष्टः स्वप्नोऽयं कीदृशो निशि।तासां श्रुत्वा तु वचनं राक्षसीनां मुखाच्युतम्।।5.27.8।।उवच वचनं काले त्रिजटा स्वप्नसंश्रितम्।,"""O Trijata, tell us the kind of dream you dreamt last night"", they insisted. Hearing the words from the mouth of the shedemons, Trijata told them all about her dream."
गजदन्तमयीं दिव्यां शिबिकामन्तरिक्षगाम्।।5.27.9।।युक्तां हंससहस्रेण स्वयमास्थाय राघवः।शुक्लमाल्याम्बरधरो लक्ष्मणेन सहागतः।।5.27.10।।,"""Rama, in white attire, wearing a garland of white flowers, ascending a palanquin made of ivory drawn by a thousand swans and coursing through the sky with Lakshmana arrived."
स्वप्ने चाद्य मया दृष्टा सीता शुक्लाम्बरावृता।सागरेण परिक्षिप्तं श्वेतं पर्वतमास्थिता।।5.27.11।।,"""I also saw Sita in my dream wearing white robes and perched on a white mountain surrounded by the ocean."
रामेण सङ्गता सीता भास्करेण प्रभा यथा।राघवश्च मया दृष्टश्चतुर्दष्ट्रं महागजम्।।5.27.12।।आरूढ श्शैलसङ्काशं चचार सहलक्ष्मणः।,"""Just as light is united with the Sun, I saw Sita united with Rama. I saw Rama with Lakshmana riding a huge, mountainlike elephant having four tusks."
ततस्तौ नरशार्दूलौ दीप्यमानौ स्वतेजसा।।5.27.13।।शुक्लमाल्याम्बरधरौ जानकीं पर्युपस्थितौ।,"""Dressed in white garlands and clothes, the two brothers, tigers among men, glowing in their effulgence approached Janaki."
ततस्तस्य नगस्याग्रे ह्याकाशस्थस्य दन्तिनः।।5.27.14।।भर्त्रा परिगृहीतस्य जानकी स्कन्धमाश्रिता।,"""Then from the front of the mountain Janaki shifted to the back of the elephant held by her husband waiting in the sky."
भर्तुरङ्कात्समुत्पत्य ततः कमललोचना।।5.27.15।।चन्द्रसूर्यौ मया दृष्टा पाणिना परिमार्जती।,"""Then I saw the lotuseyed Sita springing up from the lap of her husband and playfully caressing the Moon and Sun with her palms."
ततस्ताभ्यां कुमाराभ्यामास्थित: स गजोत्तमः।।5.27.16।।सीतया च विशालाक्ष्या लङ्काया उपरिस्थितः।,"""Then the excellent elephant was seen halted in the city of Lanka with both princes and the largeeyed Sita mounted on the elephant."
पाण्डुरर्षभयुक्तेन रथेनाष्टयुजा स्वयम्।।5.27.17।।इहोपयातः काकुत्स्थ स्सीतया सह भार्यया।,"""Rama accompanied by his wife Sita came on a chariot yoked to eight white oxen."
लक्ष्मणेन सह भ्रात्रा सीतया सह वीर्यवान्।।5.27.18।।आरुह्य पुष्पकं दिव्यं विमानं सूर्यसन्निभम्।उत्तरां दिशमालोक्य जगाम पुरुषोत्तमः।।5.27.19।।,"""Valiant Rama, foremost among men, accompanied by his brother Lakshmana and wife Sita went towards the northerly direction in the wonderful Pushpaka chariot that resembled the Sun."
एवं स्वप्ने मया दृष्टो रामो विष्णुपराक्रमः।लक्ष्मणेन सह भ्रात्रा सीतया सह राघवः।।5.27.20।।,"""In this way I saw in my dream Rama as valiant as Lord Visnu accompanied by his brother Lakshmana and his wife Sita."
न हि रामो महातेजाश्शक्यो जेतुं सुरासुरैः।राक्षसैर्वापि चान्यैर्वा स्वर्गः पापजनैरिव।।5.27.21।।,"""Just as a sinner cannot attain heaven Rama cannot be won by gods or demons, even rakshasas and others.  "
रावणश्च मया दृष्टः क्षितौ तैलसमुक्षितः।रक्तवासाः पिबन्मत्तः करवीरकृतस्रजः।।5.27.22।।,"""I saw the body of Ravana lying on the ground smeared with oil, clad in red, wearing a garland of lilies and intoxicated with drinking."
विमानात्पुष्पकादद्य रावणः पतितो भुवि।कृष्यमाणः स्त्रिया दृष्टो मुण्डः कृष्णाम्बरः पुनः।।5.27.23।।,"""Tonight I saw (in another dream) Ravana with shaven head, clad in black clothes, fallen down on the ground from the Pushpaka chariot, being dragged by a woman."
रथेन खरयुक्तेन रक्तमाल्यानुलेपनः।पिपंस्तैलं हसन्नृत्यन् भ्रान्तचित्ताकुलेन्द्रियः।।5.27.24।।,"""He was wearing red garlands and unguents, his body smeared with oil. He was drinking, laughing and dancing, his mind and senses perplexed. He was driving on a chariot yoked to donkeys."
गर्दभेन ययौ शीघ्रं दक्षिणां दिशमास्थितः।पुनरेव मया दृष्टो रावणो राक्षसेश्वरः।।5.27.25।।पतितोऽ वाक्चिरा रा भूमौ गर्दभाद्भयमोहितः।,"""I saw the demon king Ravana running behind the chariot driven by donkeys in the southerly direction. He was falling with his head bent down and deluded by the fear of the donkey."
सहसोत्थाय संभ्रान्तो भयार्तो मदविह्वलः।।5.27.26।।उन्मत्त इव दिग्वासा दुर्वाक्यं प्रलपन्बहु।दुर्गन्धं दुस्सहं घोरं तिमिरं नरकोपमम्।।5.27.27।।मलपङ्कं प्रविश्याशु मग्नस्तत्र स रावणः।,"""I saw Ravana, getting up quickly, in a bewildered state, terrorstricken, totally confused in intoxication. He had gone almost insane, naked uttering words of abuse. Plunged into a pool of filth and emitting foul smell he disappeared into a helllike dark chamber."
"कण्ठे बद्ध्वा दशग्रीवं प्रमदा रक्तवासिनी।।5.27.28।।

काली कर्दमलिप्ताङ्गी दिशं याम्यां प्रकर्षति।
 ","
A dark woman clad in red, body smeared with wet mud was seen dragging the ten-necked Ravana by his neck towards the abode of Yama in the southerly direction."
एवं तत्र मया दृष्टः कुम्भकर्णो निशाचरः।।5.27.29।।रावणस्य सुतास्सर्वे दृष्टास्तैलसमुक्षिताः।,"""There I saw the nightranger, Kumbhakarna and also Ravana's sons, their bodies smeared with oil."
वराहेण दशग्रीवश्शिंशुमारेण चेन्द्रजित्।।5.27.30।।उष्ट्रेण कुम्भकर्णश्च प्रयाता दक्षिणां दिशम्।,"""The tennecked Ravana was seen (this time) riding on a boar, Indrajit on a crocodile and Kumbhakarna on a camel all set towards the southerly direction."
एकस्तत्र मया दृष्टः श्वेतच्छत्रो विभीषणः।।5.27.31।।शुक्लमाल्याम्बरधरः शुक्लगन्धानुलेपनः।,"""Only Vibhishana was under a white umbrella clad in white, with white garlands and white sandal paste."
शङ्खदुन्धुभिनिर्घोषैर्नृत्तगीतैरलङ्कृतः।।5.27.32।।आरुह्य शैलसङ्काशं मेघस्तनितनिस्स्वनम्।चतुर्दन्तं गजं दिव्यमास्ते तत्र विभीषणः।।5.27.33।।चतुर्भिस्सचिवैः सार्थं वैहायसमुपस्थितः।,"""(Hailed by) the sounds of conches and drums, and of musicians and dancers, Vibhishana was seen ascending on to a decorated fourtust elephant which was huge like a mountain and trumpting like a thundering cloud. He stood there along with four ministers and reached the aerial region."
"समाजश्च मया दृष्टो गीतवादित्रनिःस्वनः।।5.27.34।।

पिबतां रक्तमाल्यानां रक्षसां रक्तवाससाम्।
 ","
"" A large group of demons was seen collected together, drinking, wearing red garlands and red clothes, singing and playing musical instruments."
लङ्का चेयं पुरी रम्या सवाजिरथकुञ्जराः।।5.27.35।।सागरे पतिता दृष्टा भग्नगोपुरतोरणा।,"""I saw this delightful Lanka teeming with horses, chariots and elephants, archways and towers crumbling and falling into the ocean."
"लङ्का दृष्टा मया स्वप्ने रावणेनाभिरक्षिता।।5.27.36।।

दग्धा रामस्य दूतेन वानरेण तरस्विना।
 ","
In my dream I saw this city of Lanka protected by Ravana burnt down by a powerful vanara, a messenger of Rama."
"पीत्वा तैलं प्रनृत्ताश्च प्रहसन्त्यो महास्वनाः।।5.27.37।।

लङ्कायां भस्मरूक्षायां सर्वा राक्षसस्त्रियः।
 ","
""All the demonesses in the city of Lanka which had turned dry, reduced to ashes, were dancing, laughing and shouting loudly drunk with oil.."
कुम्भकर्णादयश्चेमे सर्वे राक्षसपुङ्गवाः।।5.27.38।।रक्तं निवसनं गृह्य प्रविष्टा गोमयह्रदे।,"""Kumbhakarna and other demon leaders wearing red clothes entered into a pool of cow dung."
अपगच्छत नश्यध्वं सीतामाप्नोति राघवः।।5.27.39।।घातयेत्परमामर्षी युष्मान्सार्थं हि राक्षसैः।,"""(Therefore) go away from here. You will be totally destroyed by Rama who will secure his wife and will kill  all of you along with others in great anger."
प्रियां बहुमतां भार्यां वनवासमनुव्रताम्।।5.27.40।।भर्त्सितां तर्जितां वापि नानुमंस्यति राघवः।,"""Rama will not approve of any one abusing or threatening his venerable, beloved wife, who had led a life of exile with him."
तदलं क्रूरवाक्यैश्च सान्त्वमेवाभिधीयताम्।।5.27.41।।अभियाचाम वैदेहीमेतद्धि मम रोचते।,"""Give up these cruel taunts. Speak to her in a cordial manner. We will beg Vaidehi's forgiveness. I like this kind of action."
यस्यामेवंविधः स्वप्नो दुःखितायां प्रदृश्यते।।5.27.42।।सा दुःखैर्विविधैर्मुक्ता प्रियं प्राप्नोत्यनुत्तमम्।,"""When any demoness in a sorrowful state dreams this kind of dream, she will be relieved of sorrow and will obtain supreme joy."
भर्त्सितामपि याचध्वं राक्षस्यः किं विवक्षया।।5.27.43।।राघवाद्धि भयं घोरं राक्षसानामुपस्थितम्।,"""O demonesses beg her (pardon) now even though you had threatened her earlier. Where is the need to hesitate? There is cause for concern for demons from Rama."
प्रणिपातप्रसन्ना हि मैथिली जनकात्मजा।।5.27.44।।अलमेषा परित्रातुं राक्षस्यो महतो भयात्।,"""O shedemons, this Janaka's daughter from Mithila who is capable of protecting you against great dangers will be pleased by your submission."
अपि चास्या विशालाक्ष्या न किंचिदुपलक्षये।।5.27.45।।विरूपमपि चाङ्गेषु सुसूक्ष्ममपि लक्षणम्।,"""Look at the signs on her body. There is not a little inauspiciousness in the limbs of the largeeyed princess from Mithila."
"छायावैगुण्यमात्रं तु शङ्के दुःखमुपस्थितम्।।5.27.46।।

अदुःखार्हामिमां देवीं वैहायसमुपस्थिताम्।
 ","
A great suffering has befallen a lady who does not deserve to suffer. Therefore, a change in her complexion has occured."
अर्थसिद्धिं तु वैदेह्याः पश्याम्यहमुपस्थिताम्।।5.27.47।।राक्षसेन्द्रविनाशं च विजयं राघवस्य च।,"""I see the day of fulfilment for Vaidehi has drawn near. I can also foresee the destruction of the demon king and the triumph of Rama."
निमित्तभूतमेतत्तु श्रोतुमस्या महत्प्रियम्।।5.27.48।।दृश्यते च स्फुरच्चक्षुः पद्मपत्रमिवायतम्।,"""This dream indeed served as an augery for good news about her. Look, her (left) eye which is large like a lotus petal is throbbing."
ईषच्छ हृषितो वास्या दक्षिणाया ह्यदक्षिणः।।5.27.49।।अकस्मादेव वैदेह्या बाहुरेकः प्रकम्पते।,"""The left shoulder of this great Vaidehi has started suddenly throbbing, indicating that she is feeling a bit happy."
करेणुहस्तप्रतिम स्सव्यश्चोरुरनुत्तमः।।5.27.50।।वेपमानः सूचयति राघवं पुरतः स्थितम्।,"""Her excellent left thigh, comparable to a female elephant's trunk is trembling, as though indicating that Rama is standing in her presence."
पक्षी च शाखानिलयं प्रविष्टःपुनः पुनश्चोत्तमसान्त्ववादी।सुस्वागतां वाचमुदीरयानः पुनःपुनश्चोदयतीव हृष्टः।।5.27.51।।,"""One can see the bird which utters excellent sweet notes indicating happy tidings, entering again and again the foliage of the tree, a delightful bird, as if prompting Sita again and again to rejoice.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये सुन्दरकाण्डे सप्तविंशस्सर्गः।Thus ends the twentyseventh sarga of Sundarakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Sita's wailings -- finaly finds some auspicious signs.]सा राक्षसेन्द्रस्य वचो निशम्य तद्रावणस्याप्रियमप्रियार्ता।सीता वितत्रास यथा वनान्ते सिंहाभिपन्ना गजराजकन्या।।5.28.1।।,"After hearing the unpleasant words spoken by the king of demons, which caused restlessness and sorrow to Sita, she was terrified like the young calf of a lordly elephant fallen into the clutches of a lion in the midst of the forest."
"सा राक्षसीमध्यगता च भीरु

र्वाग्भिर्भृशं रावणतर्जिता च।

कान्तारमध्ये विजने विसृष्टा

बालेव कन्या विललाप सीता।।5.28.2।।
 ","
Encircled by the demonesses, Sita was repeatedly humiliated by Ravana's cruel words.She wept like a young girl deserted in a desolate forest."
सत्यं बतेदं प्रवदन्ति लोके नाकालमृत्युर्भवतीति सन्तः।यत्राहमेवं परिभर्त्स्यमानाजीवामि दीना क्षणमप्यपुण्या।।5.28.3।।,"""Even though I am threatened like this, I am living pitiably because of lack of merit. Indeed I regret my survival due to my bad luck. Elders say that death will not ocurr before its time. It seems to be true."
सुखाद्विहीनं बहुदुःखपूर्णमिदं तु नूनं हृदयं स्थिरं मे।विशीर्यते यन्न सहस्रधाऽद्य वज्राहतं शृङ्गमिवाचलस्य।।5.28.4।।,"""Even though I am devoid of joy, and living in deep agony, my heart bursts not into a thousand pieces like the summit of a mountain hit by thunderbolt (lightning)."
नैवास्ति दोषो मम नूनमत्र वध्याहमस्याप्रियदर्शनस्य।भावं न चास्याहमनुप्रदातु मलं द्विजो मन्त्रमिवाद्विजाय।।5.28.5।।,"""I will not be blamed if I commit suicide now.I stand condemned to death in the hands of this ugly Ravana. I cannot bestow my affection on him or surender to his desire like a brahmin would not like to impart Vedic knowledge to a nonbrahmin. (Better die of my own accord than be killed by a sinful ogre)."
नूनं ममाङ्गान्यचिरादनार्यः शस्त्रैश्शितैश्छेत्स्यति राक्षसेन्द्रः।तस्मिननागच्छति लोकनाथे गर्भस्थजन्तोरिव शल्यकृन्तः।।5.28.6।।,"""If the lord of the world does not come here before that (time fixed by Ravana) the vile lord of demons will cut me into pieces with weapons just as a barber would cut to pieces the foetus with a sharp knife (in order to save a pregnant woman)."
"दुःखं बतेदं मम दुःखिताया

मासौ चिरायाधिगमिष्यतो द्वौ।

बद्धस्य वध्यस्य तथा निशान्ते

राजापराधादिव तस्करस्य।।5.28.7।।
 ","""Alas, two months is too long a time to wait in grief. I am like a thief captured for offending a king and waiting overnight for execution at day-break."
"हा राम हा लक्ष्मण हा सुमित्रे

हा राममातः सह मे जनन्या।

एषा विपद्याम्यहमल्पभाग्या

महार्णवे नौरिव मूढवाता।।5.28.8।।
 ","
""Alas! Rama, Alas! Lakshmana, Alas! Sumitra, Alas! my mother, Alas! Rama's mother, I am an ill-starred woman going to perish in this way like a light boat capsized in the midst of an ocean when the whirl-wind blows."
तरस्विनौ धारयता मृगस्यसत्त्वेन रूपं मनुजेन्द्रपुत्रौ।नूनं विशस्तौ मम कारणात्तौ सिंहर्षभौ द्वाविव वैद्युतेन।।5.28.9।।,"""Just like two mighty lions are killed by a bolt of lightning, the two princes must have been killed by a creature in the guise of a deer on my account."
नूनं स कालो मृगरूपधारीमामल्पभाग्यां लुलुभे तदानीम्।यत्रार्यपुत्रं विससर्ज मूढा रामानुजं लक्ष्मणपूर्वजं च।।5.28.10।।,"""Verily, it is the spirit of the time that assumed the form of deer and tempted this unfortunate soul. It was foolish of me to send away, the sons of a noble king, Lakshmana and his elder brother."
"हा राम सत्यव्रत दीर्घबाहो

हा पूर्णचन्द्रप्रतिमानवक्त्र।

हा जीवलोकस्य हितः प्रियश्च

वध्यां न मां वेत्सि हि राक्षसानाम्।।5.28.11।।
 ","
""Alas, O long-armed one unfailing in vows, whose face shines like the full moon. Alas, beloved of all the worlds! you are dear to every one. How is it that you are not aware that I am going to be killed by the demons?"
अनन्य दैवत्वमियं क्षमा चभूमौ च शय्या नियमश्च धर्मे।पतिव्रतात्वं विफलं ममेदंकृतं कृतघ्नेष्विव मानुषाणाम्।।5.28.12।।,"""I am devoted to you and to no other god. My hardship in sleeping on the ground, my righteousness, my discipline and chastity have all proved futile like the devotion of an ungrateful person."
मोघो हि धर्मश्चरितो मयायंतथैकपत्नीत्वामिदं निरर्थम्।या त्वां न पश्यामि कृशा विवर्णा हीना त्वया सङ्गमने निराशा।।5.28.13।।,"""This righteousnes practised by me is in vain like my devotion to you, as I am unable to see you. I am a separated, emaciated, pale with no hope of reuniting with you. "
पितुर्निदेशं नियमेन कृत्वा  वनान्निवृत्तश्चरितव्रतश्च।स्त्रीभिस्तु मन्ये विपुलेक्षणाभिस्त्वं रंस्यसे वीतभयः कृतार्थः।।5.28.14।।,"""Having truly fulfilled your pledge given to your father, you will return from the forest to Ayodhya, rid of all fear, as an accomplished person, will and revel in the company of largeeyed damsels, I think."
अहं तु राम त्वयि जातकामा चिरं विनाशाय निबद्धभावा।मोघं चरित्वाथ तपो व्रतञ्च त्यक्ष्यामिधिग्जीवितमल्पभाग्याम्।।5.28.15।।,"""O RamaI loved you and concentrated all my love on you for a long time only for my doom. I have observed vows and austerities in vain. I cannot continue it for long. Here I am giving up my life. Fie upon this luckless one (me)."
सा जीवितं क्षिप्रमहं त्यजेयं विषेण शस्त्रेण शितेन वापि।विषस्य दाता न हि मेऽस्ति कश्चि च्छस्त्रस्य वा वेश्मनि राक्षसस्य।।5.28.16।।,"""I will end my life at once by taking poison or else by a sharp weapon. Alas There is none to give get me poison or a weapon at this demon's residence""."
इतीव देवी बहुधा विलप्य सर्वात्मना राममनुस्मरन्ती।प्रवेपमाना परिशुष्कवक्त्रा नगोत्तमं पुष्पितमाससाद।।5.28.17।।,"Queen Sita was wailing in many ways, constantly remembering Rama, the soul of all. Shivering, her face pales as she approached the great Simsupa tree in bloom."
सा शोकतप्ता बहुधा विचिन्त्यसीताऽथ वेण्युद्ग्रथनं गृहीत्वा।उद्बुध्य वेण्युद्ग्रथनेन शीघ्रमहंगमिष्यामि यमस्य मूलम्।।5.28.18।।,"""Burning in grief, worrying in many ways, Sita took hold of her braid and said"", by tying myself with this braid I shall quickly reach the presence of the lord of death""."
उपस्थिता सा मृदुसर्वगात्री शाखां गृहत्वाऽध नगस्य तस्य।तस्यास्तु रामं प्रविचिन्तयन्त्या रामानुजं स्वं च कुलं शुभाङ्ग्या:।।5.28.19।।शेकानिमित्तानि तथा बहूनिधैर्यार्जितानि प्रवराणि लोके।प्रादुर्निमित्तानि तदा बभूवुः  पुरापि सिद्धान्युपलक्षितानि।।5.28.20।।,"Sita of delicate limbs approached the Simsupa tree and held on to a branch and stood. While she was thinking of Rama and Lakshmana and their noble family many  omens of proven results appeared on her auspicious charming body. These omens were dispellers of grief, and harbingers of courage in the world as declared from ancient times. (Now) they manifested themselves.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये सुन्दरकाण्डे अष्टाविंशस्सर्गः।।Thus ends the twentyeigth sarga of Sundarakanda of the holy Ramayana, the first epic composed by sage Valmiki."
[Sita feels happy seeing auspicious signs.] तथागतां तां व्यथितामनिन्दितां व्यपेतहर्षां परिदीनमानसाम्।शुभां निमित्तानि शुभानि भेजिरे नरं श्रिया जुष्टमिवोपजीविनः।।5.29.1।।,"Like wellwishers flocking round a person on whom fortune is smiling, omens foretelling auspicious happenings in near future appeared to Sita. She was unimpeachable. She was in agony, distressed in mind, bereft of all joy (now) standing under that Simsupa tree. "
तस्याः शुभं वाममरालपक्ष्म राजीवृतं कृष्णविशालशुक्लम्।प्रास्पन्दतैकं नयनं सुकेश्या मीनाहतं पद्ममिवाभिताम्रम्।।5.29.2।।,"Her left eye with a row of curved eyelashes, the black pupils of the eye in white throbbed in an auspicious manner. The lady  with her long tresses, and throbbing eye appeared like a red lotus gently struck by a fish."
भुजश्च चार्वञ्चितपीनवृत्तःपरार्थ्यकालागरुचन्दनार्हः।अनुत्तमेनाध्युषितः प्रियेण चिरेण वामः समवेपताऽशु।।5.29.3।।,"Her stout left arm curved beautifully, fit for excellent agaru and sandal paste once the pillow by her beloved lord for long, throbbed suddenly."
गजेन्द्रहस्तप्रतिमश्च पीनस्तयोर्द्वयोः सम्हतयोः सुजातः।प्रस्पन्दमानः पुनरूरुरस्यारामं पुरस्तात् स्थितमाचचक्षे।।5.29.4।।,"Again her roundshaped left thigh resembling an elephant's trunk started throbbing, presaging union with Rama."
शुभं पुनर्हेमसमानवर्ण मीषद्रजोध्वस्तमिवामलाक्ष्याः।वास स्स्थिताया श्शिखराग्रदन्त्याः किञ्चित्परिस्रंसत चारुगात्य्राः।।5.29.5।।,"Her eyes were pristine, teeth wellshaped. The goldhued auspicious sari on her charming limbs was now a little soiled on account of dust. It slipped slightly as she stood up. This augured well for her."
एतैर्निमित्तैरपरैश्च सुभ्रूः सम्बोधिता प्रागपि साधु सिद्धैः।वातातपक्लान्तमिव प्रणष्टं वर्षेण बीजं प्रतिसंजहर्ष।।5.29.6।।,"Reassured by such omens which augured well as tested by time, Sita, with beautiful eyebrows, and deep foresight experienced great joy, like a seed blighted by the wind and the Sun comes back to joyful life through a pleasing shower. (A foreteller is addressed as siddha in sanskrit dramas)"
तस्याः पुनर्बिम्बफलाधरोष्ठंस्वक्षिभ्रुकेशान्तमरालपक्ष्म।वक्त्रं बभासे सितशुक्लदंष्ट्रंराहोर्मुखाच्चन्द्र इव प्रमुक्तः।।5.29.7।।,"Her face shining with beautiful red lips like bimba fruit, sparkling teeth, and curved eyelashes with lovely brows extending up to her hair, she appeared like a Moon released from the mouth of Rahu."
सा वीतशोका व्यपनीततन्द्रीशान्तज्वरा हर्षविबुद्धसत्त्वा।अशोभतार्या वदनेन शुक्ले शीतांशुना रात्रिरिवोदितेन।।5.29.8।।,"Revered Sita, completely relieved of grief, exhaustion gone, fears allayed, mind illumined with joy, looked charming with her countenance as a night with the Moon fully risen during the bright fortnight.इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये सुन्दरकाण्डे एकोनत्रिंशस्सर्गः।।Thus ends the twentyninth sarga of Sundarakanda of the holy Ramayana, the first epic compsed by sage Valmiki."
[Hanuman  decides to  praise Rama within Sita's earshot.]हनुमानपि विक्रान्तः सर्वं शुश्राव तत्त्वतः।सीतायास्त्रिजटायाश्च राक्षसीनां च तर्जनम्।।5.30.1।।,The valiant hero Hanuman heard everything including the lamentation of Sita and the dream of Trijata and the threats of the demonesses.    
अवेक्षमाणस्तां देवीं देवतामिव नन्दने।ततो बहुविधां चिन्तां चिन्तयामास वानरः।।5.30.2।।,"The sight of Sita who seemed a deity in the Nandana garden of Indra, set a chain of reflections in his mind :  "
यां कपीनां सहस्राणि सुबहून्ययुतानि च।दिक्षु सर्वासु मार्गन्ते सेयमासादिता मया।।5.30.3।।,"""This is Sita whom thousands of vanaras are searching in all directions."
चारेण तु सुयुक्तेन शत्रोश्शक्तिमवेक्षता।गूढेन चरता तावदवेक्षितमिदं मया।।5.30.4।।,"""Roaming everywhere incognito to ascertain carefully the strength of the enemy, I have seen everything.  "
राक्षसानां विशेषश्च पुरी चेयमवेक्षिता।राक्षसाधिपतेरस्य प्रभावो रावणस्य च।।5.30.5।।,"""I have seen the ability of the demons and the citadel of Lanka. I have seen the power of Ravana the demon king.  "
युक्तं तस्याप्रमेयस्य सर्वसत्त्वदयावतः।समाश्वासयितुं भार्यां पतिदर्शनकाङ्क्षिणीम्।।5.30.6।।,"""It is the opportune time for me to comfort Sita eagerly waiting to see her husband who is of immeasurable prowess and who is compassionate to all beings."
अहमाश्वासयाम्येनां पूर्णचन्द्रनिभाननाम्।अदृष्टदुःखां दुःखार्तां दुःखस्यान्तमगच्छतीम्।।5.30.7।।,"""The moonfaced Sita had never experienced sorrow before. She sees no end to her sorrow and suffering. I will console her. "
यद्यप्यहमिमां देवीं शोकोपहतचेतनाम्।अनाश्वास्य गमिष्यामि दोषवद्गमनं भवेत्।।5.30.8।।,"""If I should return to Kishkindha without reassuring Sita, whose understanding has been clouded in grief I would be blamed."
गते हि मयि तत्रेयं राजपुत्री यशस्विनी।परित्राणमविन्दन्ती जानकी जीवितं त्यजेत्।।5.30.9।।,"""If I so back, this illustrious princess, Janaki will give up her life, finding no means of deliverance (from this tragic situation)."
मया च स महाबाहुः पूर्णचन्द्रनिभाननः।समाश्यासयितुं न्याय्यस्सीतादर्शनलालसः।।5.30.10।।,"""I should provide some comfort to the strongarmed Rama with a face like the fullmoon yearning to see Sita. "
निशाचरीणां प्रत्यक्षमनर्हं चाभिभाषितम्।कथन्नु खलु कर्तव्यमिदं कृच्छ्रगतो ह्यहम्।।5.30.11।।,"""I cannot talk to her in the presence of these nightroamers. How can I  discharge my duty in this predicament?   "
अनेन रात्रिशेषेण यदि नाश्वास्यते मया।सर्वथा नास्ति सन्देहः परित्यक्ष्यति जीवितम्।।5.30.12।।,"""If I do not comfort her before the remaining part of the night ends, she will give up her life. There is no doubt about it.   "
रामश्च यदि पृच्छेन्मां किं मां सीताब्रवीद्वचः।किमहं तं प्रति ब्रूयामसंभाष्य सुमध्यमाम्।।5.30.13।।,"""If Rama enquires about the message of Sita, this lady of beautiful waist, what can I speak without meeting and talking to her?"
सीतासन्देशरहितं मामितस्त्वरयाऽगतम्।निर्दहेदपि काकुत्स्य क्रुद्धस्तीव्रेण चक्षुषा।।5.30.14।।,"""If I leave this place without any message from Sita, Rama will burn me with his eyes full of great anger. "
यदि चोद्योजयिष्यामि भर्तारं रामकारणात्।व्यर्थमागमनं तस्य ससैन्यस्य भविष्यति।।5.30.15।।,"""If I get the lord of vanaras and his army for the cause of Rama (without talking to Sita), their arrival will be useless (if Sita would have given up her life by then).  "
अन्तरं त्वहमासाद्य राक्षसीनामिह स्थितः।शनैराश्वासयिष्यामि सन्तापबहुळामिमाम्।।5.30.16।।,"""I shall wait and speak to her slowly and console this deeply distressed lady when I get a chance to speak to her (when  these ogresses are asleep)."
"अहं त्वतितनुश्चैव वानरश्च विशेषतः।

वाचं चोदाहरिष्यामि मानुषीमिह संस्कृताम्।।5.30.17।।
 ","
I am indeed of small size and that too a monkey. Nevertheless I shall speak in Sanskrit, a language of the common people. (as the she-demons cannot understand that language)."
यदि वाचं प्रदास्यामि द्विजातिरिव संस्कृताम्।रावणं मन्यमाना मां सीता भीता भविष्यति।।5.30.18।।वानरस्य विशेषेण कथं स्यादभिभाषणम्।,"""If I speak like a brahmin in sanskrit language she would be frightened thinking that I am Ravana and how would a vanara speak?"
अवश्यमेव वक्तव्यं मानुषं वाक्यमर्थवत्।।5.30.19।।मया सान्त्वयितुं शक्या नान्यथेयमनिन्दिता।,"""I will certainly speak to her meaningfully in the language of the people. Otherwise it is not possible to pacify the sinless Sita. "
सेयमालोक्य मे रूपं जानकी भाषितं तथा।।5.30.20।।रक्षोभिस्त्रासिता पूर्वं भूयस्त्रासं गमिष्यति।,"""Since Janaki has already been frightened by the demons, she will be even more terrified seeing me in this form and hearing me speaking this way.      "
ततो जातपरित्रासा शब्दं कुर्यान्मनस्विनी।।5.30.21।।जानमाना  विशालाक्षी रावणं कामरूपिणम्।,"By seeing me in this form, sensitive largeeyed Sita will scream loudly thinking that I am Ravana who can assume any form at his free will."
सीतया च कृते शब्दे सहसा राक्षसीगणा:।नानाप्रहरणो घोर: समेयादन्तकोपम:।।5.30.22।।,"""If Sita screams, the  horde of terrific ogresses will at once gather, armed with dreadful weapons like Yama, the god of death."
ततो मां सम्परिक्षिप्य सर्वतो विकृताननाः।।5.30.23।।वधे च ग्रहणे चैव कुर्युर्यत्नं यथाबलम्।,"""Then all these hideous ogresses will swarm round me and make efforts to capture me with all their strength and kill me.   "
गृह्य शाखाः प्रशाखाश्च स्कन्धांश्चोत्तमशाखिनाम्।।5.30.24।।दृष्ट्वा विपरिधावन्तं भवेयुर्भयशङ्किताः।,"""Seeing me holding big and small branches of large trees and leaping from one place to the other, the ogresses will get scared.  "
मम रूपं च सम्प्रेक्ष्य वने विचरतो महत्।।5.30.25।।राक्षस्यो भयवित्रस्ता भवेयुर्विकृताननाः।,"""These ogresses with their hideous faces will be frightened on looking at my huge form moving in this grove. "
ततः कुर्युस्समाह्वानं राक्षस्यो रक्षसामपि।।5.30.26।।राक्षसेन्द्रनियुक्तानां राक्षसेन्द्रनिवेशने।,"""Thereafter the ogresses will draw the attention of demon guards engaged by the king of demons at his residence towards me. "
